,Urban Aggl,change_abs_p0,change_abs_p10,change_abs_p100,change_abs_p20,change_abs_p30,change_abs_p40,change_abs_p50,change_abs_p60,change_abs_p70,change_abs_p80,change_abs_p90,change_norm_p0,change_norm_p10,change_norm_p100,change_norm_p20,change_norm_p30,change_norm_p40,change_norm_p50,change_norm_p60,change_norm_p70,change_norm_p80,change_norm_p90,max_extent,occurrence_p0,occurrence_p10,occurrence_p100,occurrence_p20,occurrence_p30,occurrence_p40,occurrence_p50,occurrence_p60,occurrence_p70,occurrence_p80,occurrence_p90,reach,recurrence_p0,recurrence_p10,recurrence_p100,recurrence_p20,recurrence_p30,recurrence_p40,recurrence_p50,recurrence_p60,recurrence_p70,recurrence_p80,recurrence_p90,seasonality_p0,seasonality_p10,seasonality_p100,seasonality_p20,seasonality_p30,seasonality_p40,seasonality_p50,seasonality_p60,seasonality_p70,seasonality_p80,seasonality_p90
80,Huancayo,-88.0,-43.0,86.0,-29.0,-18.0,-10.0,-1.0,7.0,14.999999999999998,27.0,43.0,-100.0,-97.0,100.0,-76.0,-42.0,-15.0,2.0,21.0,45.0,72.0,100.0,5482.78431372549,0.0,16.0,94.0,26.99999999999997,36.00000000000001,43.00000000000003,48.99999999999999,53.99999999999996,60.00000000000001,64.99999999999994,73.99999999999997,upstream,6.0,37.0,100.0,50.0,58.0,65.0,71.0,77.0,82.0,88.0,96.0,1.0,1.0,12.0,2.0,2.0,4.0,5.0,7.0,12.0,12.0,12.0
81,Huancayo,-90.0,-38.0,91.0,-23.0,-15.0,-8.0,1.0,8.0,15.0,26.0,42.0,-100.0,-97.0,100.0,-70.0,-33.0,-8.0,7.0,27.0,53.0,85.0,100.0,2064.035294117649,0.0,13.999999999999996,93.0,26.0,36.000000000000014,42.99999999999998,50.000000000000014,55.00000000000003,60.00000000000004,66.99999999999999,75.99999999999999,city,8.0,30.0,100.0,42.0,50.0,58.0,66.0,75.0,81.0,88.0,97.0,1.0,1.0,12.0,2.0,3.0,4.0,6.0,11.999999999999998,11.999999999999998,11.999999999999998,11.999999999999998
82,Huancayo,-76.0,-33.0,83.0,-22.0,-14.0,-6.0,2.0,8.0,14.0,21.0,30.0,-100.0,-85.0,100.0,-49.0,-23.0,-2.0,13.0,34.0,57.0,87.0,100.0,4545.101960784314,0.0,11.00000000000002,94.0,17.000000000000036,23.00000000000005,27.99999999999997,32.0,36.99999999999998,43.0,48.99999999999999,60.00000000000002,downstream,7.0,36.0,100.0,46.0,53.0,59.0,64.0,69.0,75.0,82.0,95.0,1.0,1.0,12.0,2.0,2.0,3.0,4.0,5.0,8.0,12.0,12.0
83,Piura,-128.0,-50.0,78.0,-37.0,-31.0,-24.0,-16.0,-8.0,0.0,9.0,18.0,-128.0,-99.99999999999996,100.0,-99.99999999999996,-55.0,-27.0,-1.0,16.0,36.0,68.0,100.0,4383.149019607843,0.0,5.00000000000002,83.0,8.0,11.000000000000025,13.000000000000004,15.000000000000004,18.00000000000001,22.000000000000018,25.99999999999999,32.0,downstream,8.0,26.0,100.0,37.0,47.99999999999999,56.0,66.00000000000001,73.0,83.0,99.99999999999996,99.99999999999996,1.0,1.0,12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
84,Piura,-128.0,-60.0,86.0,-44.0,-35.0,-29.0,-17.0,4.0,9.0,18.0,32.0,-128.0,-100.0,100.0,-100.0,-95.0,-57.0,-4.0,67.0,100.0,100.0,100.0,9688.13333333334,0.0,5.00000000000003,94.0,10.000000000000057,15.00000000000001,21.00000000000002,26.000000000000004,32.0,37.99999999999997,47.00000000000001,62.000000000000014,upstream,7.0,34.0,100.0,49.99999999999999,65.0,78.0,92.0,100.0,100.0,100.0,100.0,1.0,1.0,12.0,1.0,2.0,3.0,3.0,4.0,5.000000000000001,9.0,11.999999999999998
85,Piura,-128.0,-53.0,68.0,-41.0,-32.0,-22.0,-10.0,1.0,11.0,20.0,28.0,-128.0,-100.0,100.0,-80.0,-29.0,-8.0,5.0,28.0,85.0,100.0,100.0,2923.654901960784,0.0,11.999999999999996,97.0,17.999999999999996,25.000000000000007,33.000000000000014,44.99999999999999,54.00000000000001,60.00000000000002,69.99999999999999,90.0,city,9.0,34.0,100.0,50.0,60.0,68.0,79.0,86.0,100.0,100.0,100.0,1.0,1.0,12.0,2.0,2.0,2.0,3.0,5.0,6.0,8.0,12.0
86,Acarigua-Aruare,-128.0,-100.0,100.0,-50.0,-33.0,-23.0,-8.0,5.999999999999999,9.0,13.999999999999998,20.0,-128.0,-100.0,100.0,-100.0,-88.0,-28.0,24.0,100.0,100.0,100.0,100.0,2561.0000000000005,0.0,4.0,45.0,5.999999999999997,8.0,9.000000000000004,11.000000000000025,13.999999999999996,16.0,18.999999999999982,25.0,upstream,9.0,25.0,100.0,34.0,41.0,49.99999999999999,58.0,71.0,100.0,100.0,100.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0
87,Acarigua-Aruare,-128.0,-52.0,47.0,-40.0,-31.0,-22.0,-9.0,3.0,8.0,14.0,21.0,-128.0,-100.0,100.0,-100.0,-85.0,-15.0,25.0,50.0,78.0,100.0,100.0,2367.137254901961,0.0,5.000000000000005,82.0,9.000000000000005,11.999999999999996,14.999999999999998,18.0,21.0,23.0,26.0,31.000000000000004,upstream,9.0,26.0,100.0,40.0,50.0,60.00000000000001,66.0,76.0,91.0,100.0,100.0,1.0,1.0,12.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0
88,Acarigua-Aruare,-128.0,-49.99999999999999,51.0,-42.0,-37.0,-26.0,-15.0,-1.0,6.0,11.0,19.0,-128.0,-100.0,100.0,-100.0,-100.0,-33.0,12.0,45.0,69.0,100.0,100.0,7902.737254901959,0.0,4.0,47.0,7.000000000000009,11.00000000000001,14.000000000000032,17.000000000000046,20.00000000000005,22.00000000000005,25.99999999999996,30.000000000000007,downstream,8.0,29.0,100.0,47.0,57.0,65.0,75.0,84.0,100.0,100.0,100.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0
89,Merida,-128.0,-63.0,31.0,-56.0,-50.0,-46.0,-42.0,-39.0,-35.0,-30.0,-17.0,-128.0,-100.0,100.0,-100.0,-100.0,-100.0,-97.0,-90.0,-67.0,-44.0,4.0,788.1843137254903,0.0,2.0,39.0,2.9999999999999973,4.0,5.000000000000002,7.0,10.000000000000002,13.999999999999998,20.0,25.0,downstream,7.0,20.0,100.0,23.0,29.0,35.0,50.0,66.0,80.0,100.0,100.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,6.0
90,Merida,-66.0,-59.0,18.0,-57.0,-54.0,-50.0,-47.0,-45.0,-42.0,-33.0,-18.0,-100.0,-100.0,100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-91.0,-59.0,-22.0,49.0,0.0,2.0,24.0,3.0,4.0,5.0,7.0,9.0,10.0,14.0,24.0,city,14.0,20.0,100.0,25.0,28.0,38.0,51.0,75.0,80.0,100.0,100.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0
91,Merida,-49.0,-49.0,37.0,-49.0,-49.0,23.0,23.0,23.0,37.0,37.0,37.0,-50.0,-50.0,100.0,-50.0,-50.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,3.0,20.0,21.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,upstream,33.0,33.0,100.0,33.0,33.0,83.0,83.0,83.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,Barranquilla,-128.0,-41.99999999999999,97.0,-28.0,-17.0,-5.0,2.0,6.0,10.000000000000002,15.000000000000004,24.0,-128.0,-93.57126024853696,100.00000000000004,-44.0,-13.000000000000002,0.0,6.0,10.999999999999998,30.0,67.0,100.0,428707.4039215688,0.0,24.85329808822566,99.0,44.26983593183219,58.63520651887936,70.60336041962643,82.41014964747995,87.46425574859946,92.73752100912536,95.0000000000008,96.0664668408181,upstream,7.0,39.0,100.00000000000004,54.0,65.99999999999999,76.15301916493353,87.09383209713354,93.0,96.0,100.0,100.0,1.0,2.3240957254755004,12.000000000000004,2.999999999999999,6.0,8.363409164970841,11.954679194442893,12.000000000000004,12.000000000000004,12.000000000000004,12.000000000000004
93,Barranquilla,-128.0,-42.0,97.0,-30.5381851651417,-20.0,-6.0,0.0,5.999999999999999,13.0,21.0,35.0,-128.0,-65.62167799232995,100.0,-30.0,-8.999999999999998,0.0,6.999999999999999,12.999999999999998,27.000000000000004,40.0,76.0,207231.9333333337,0.0,31.00000000000028,100.0,54.78241790009192,66.38242426219506,78.00000000000027,85.60243405497788,91.68885231286195,94.8356906614603,97.38607580490518,97.38607580490518,city,7.0,50.62866351779535,100.0,62.99999999999999,73.0,81.0,87.00000000000001,93.0,99.9999999999999,99.9999999999999,99.9999999999999,1.0,2.0,12.0,6.000000000000001,8.278218673440604,11.978465303369626,11.978465303369626,11.978465303369626,11.978465303369626,11.999999999999991,11.999999999999991
94,Cumana,-66.0,-40.0,17.0,-32.0,-28.0,-25.0,-22.0,-17.0,-9.0,4.0,6.0,-100.0,-100.0,100.0,-100.0,-100.0,-100.0,-64.0,-31.0,5.0,100.0,100.0,172.7725490196079,0.0,1.0,14.0,1.0,2.0,3.0000000000000013,3.0000000000000013,4.0,4.999999999999999,4.999999999999999,8.0,upstream,10.0,14.0,100.0,19.0,26.0,50.0,66.0,75.0,100.0,100.0,100.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0
95,Cumana,-128.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-128.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.99999999999999,11083.164705882373,0.0,97.99999999999908,100.0,98.9999999999848,98.9999999999848,98.9999999999848,98.9999999999848,98.9999999999848,98.9999999999848,98.9999999999848,98.9999999999848,city,13.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
96,Concepciï¿½n,-100.0,-15.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-100.00000000000004,-9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.000000000000002,92904.50196078408,0.0,76.00000000000061,100.0,85.68830095080541,90.6924321221687,92.7365620912325,94.7778990176066,95.82758874803726,95.82758874803726,97.39496739217452,97.39496739217452,upstream,12.0,96.00000000000011,100.0000000000002,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,100.00000000000011,1.0,4.452676888990121,12.0,11.99999999999995,11.99999999999995,11.99999999999995,11.99999999999995,11.99999999999995,11.99999999999995,12.0,12.0
97,Concepciï¿½n,-128.0,-56.0,100.0,-42.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.0,-58.0,100.0,-37.0,-10.0,0.0,0.0,0.0,0.0,0.0,1.0,33815.921568627535,0.0,49.00000000000002,100.0,84.0000000000001,93.00000000000084,96.0000000000008,97.00000000000028,97.99999999999874,97.99999999999874,97.99999999999874,99.0000000000012,city,9.0,86.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,3.0,12.0,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996,11.999999999999996
