,AC_AREA,AXIS_FID,CLOUD_SCORE,COVERAGE_SCORE,DATE_ACQUIRED,DGO_Area,DGO_FID,DGO_WIDTH,DISTANCE,LANDSAT_PRODUCT_ID,ORDERING_F,Type_I,Type_II,Type_III,Type_IV,VEGETATION_AREA,VEGETATION_PERIMETER,WATER_AREA,WATER_PERIMETER,MEAN_AC_MNDWI,MEAN_AC_NDVI,MEAN_MNDWI,MEAN_NDVI,MEAN_WATER_MNDWI,MEAN_VEGETATION_MNDWI,MEAN_VEGETATION_NDVI,Type_V
90,1874,1,71,100,2020-01-10,4667763.621,21,23.7761,40000,LC08_L2SP_137039_20200110_20200823_02_T1,1000021,1,2,0,0,0,0.0,42,1249.2532018529082,-0.056688989524605216,0.041833733300711794,-0.0566551838835648,0.04184229421861703,0.01276485433410131,,,
91,5183,1,1,100,2020-01-26,4667763.621,21,23.7761,40000,LC08_L2SP_137039_20200126_20200823_02_T1,1000021,1,2,0,0,0,0.0,131,3800.636579555968,-0.14938100209183122,0.06177235083624107,-0.14934061005097987,0.06175774165777269,0.04492282329329736,,,
92,1380,1,67,70,2020-01-10,4667763.621,21,23.7761,40000,LC08_L2SP_137040_20200110_20200823_02_T1,1000021,1,2,0,0,0,0.0,84,2272.668780222522,-0.04976340569578713,0.03316135236872671,-0.04969337229280129,0.03315051260515607,0.010484541191807436,,,
93,3752,1,4,71,2020-01-26,4667763.621,21,23.7761,40000,LC08_L2SP_137040_20200126_20200823_02_T1,1000021,1,2,0,0,0,0.0,145,4304.913590163144,-0.11684550544761507,0.04320456437788656,-0.11683865192504791,0.04321292244132246,0.04215080688294859,,,
94,0,1,100,100,2020-01-02,4667763.621,21,23.7761,40000,LE07_L2SP_137039_20200102_20200822_02_T1,1000021,1,2,0,0,0,0.0,0,0.0,,,,,,,,
95,4980,1,22,100,2020-01-18,4667763.621,21,23.7761,40000,LE07_L2SP_137039_20200118_20200822_02_T1,1000021,1,2,0,0,0,0.0,343,8672.892031173487,-0.14441557535504304,0.04533099681899397,-0.14438500649034833,0.04529928757062809,0.03785502736558381,,,
96,1459,1,82,100,2020-01-10,5818216.66,22,668.99628,42000,LC08_L2SP_137039_20200110_20200823_02_T1,1000022,1,2,6,0,0,0.0,0,0.0,-0.0999302051992226,0.0650953863627397,-0.09996628273310346,0.06509149072314883,,,,
97,6462,1,1,100,2020-01-26,5818216.66,22,668.99628,42000,LC08_L2SP_137039_20200126_20200823_02_T1,1000022,1,2,6,0,0,0.0,89,3677.05799027246,-0.1450909005032819,0.05529686845740966,-0.14516126190792936,0.05533510715571712,0.03890632819126189,,,
98,898,1,88,77,2020-01-10,5818216.66,22,668.99628,42000,LC08_L2SP_137040_20200110_20200823_02_T1,1000022,1,2,6,0,0,0.0,0,0.0,-0.09127578341050695,0.05454596480519758,-0.09149636530834454,0.054634083953488,,,,
99,5079,1,4,77,2020-01-26,5818216.66,22,668.99628,42000,LC08_L2SP_137040_20200126_20200823_02_T1,1000022,1,2,6,0,0,0.0,94,3553.9543153698755,-0.13244586787040463,0.048126627235810356,-0.13249054764765383,0.048137893293429955,0.04047567715813313,,,
100,0,1,100,100,2020-01-02,5818216.66,22,668.99628,42000,LE07_L2SP_137039_20200102_20200822_02_T1,1000022,1,2,6,0,0,0.0,0,0.0,,,,,,,,
101,6142,1,26,100,2020-01-18,5818216.66,22,668.99628,42000,LE07_L2SP_137039_20200118_20200822_02_T1,1000022,1,2,6,0,0,0.0,263,7609.532164425397,-0.14014070487566613,0.038294320591565484,-0.1402187058773542,0.038339055021607844,0.0420732187901892,,,
102,5144,1,28,100,2020-01-10,5721140.975,23,753.09281,44000,LC08_L2SP_137039_20200110_20200823_02_T1,1000023,1,2,0,0,0,0.0,37,1037.0891181682712,-0.1002432771375482,0.05278286303916929,-0.10026339609120154,0.05279044249591947,0.07554454491295609,,,
103,6353,1,1,100,2020-01-26,5721140.975,23,753.09281,44000,LC08_L2SP_137039_20200126_20200823_02_T1,1000023,1,2,0,0,0,0.0,94,3036.695631801014,-0.13284032410146487,0.04948871541804177,-0.13281112534389283,0.049479288693254984,0.10326021572407344,,,
104,4394,1,37,98,2020-01-10,5721140.975,23,753.09281,44000,LC08_L2SP_137040_20200110_20200823_02_T1,1000023,1,2,0,0,0,0.0,95,2408.808116559203,-0.10313215802666363,0.05054514422678574,-0.10314868127798625,0.05055269541004432,0.10558959533780035,,,
105,6247,1,2,98,2020-01-26,5721140.975,23,753.09281,44000,LC08_L2SP_137040_20200126_20200823_02_T1,1000023,1,2,0,0,0,0.0,96,3006.016345607789,-0.13371976237837077,0.04968731718825148,-0.13367172721942056,0.049665855340305175,0.09704605484133622,,,
106,12,1,153,0,2020-01-17,5721140.975,23,753.09281,44000,LC08_L2SP_138039_20200117_20200823_02_T1,1000023,1,2,0,0,0,0.0,0,0.0,,,-0.18412790375444782,0.07585301598804163,,,,
107,0,1,100,100,2020-01-02,5721140.975,23,753.09281,44000,LE07_L2SP_137039_20200102_20200822_02_T1,1000023,1,2,0,0,0,0.0,0,0.0,,,,,,,,
108,6041,1,23,100,2020-01-18,5721140.975,23,753.09281,44000,LE07_L2SP_137039_20200118_20200822_02_T1,1000023,1,2,0,0,0,0.0,132,5163.949489650774,-0.1359637577089636,0.03643185491907427,-0.13594076808461306,0.03642830685961924,0.07987372550001556,,,
109,4353,1,12,100,2020-01-10,4169486.344,24,1165.83519,46000,LC08_L2SP_137039_20200110_20200823_02_T1,1000024,1,2,4,5,0,0.0,45,1421.5170309176206,-0.11659793896136009,0.050563525136294835,-0.11654845418127026,0.05054608357775668,0.016625214225414547,,,
110,4632,1,1,100,2020-01-26,4169486.344,24,1165.83519,46000,LC08_L2SP_137039_20200126_20200823_02_T1,1000024,1,2,4,5,0,0.0,119,3609.2405307091058,-0.12493302398750838,0.04138279810473419,-0.12494461069091571,0.04137833938611911,0.05576046849224345,,,
111,4020,1,17,100,2020-01-10,4169486.344,24,1165.83519,46000,LC08_L2SP_137040_20200110_20200823_02_T1,1000024,1,2,4,5,0,0.0,27,728.7050898224074,-0.12292297593671371,0.05179013989129848,-0.1228616398667144,0.05176885513611028,0.017042167731008105,,,
112,4632,1,1,100,2020-01-26,4169486.344,24,1165.83519,46000,LC08_L2SP_137040_20200126_20200823_02_T1,1000024,1,2,4,5,0,0.0,118,3395.219442358372,-0.12636606579682583,0.04202121538471798,-0.12638152643118689,0.04201921898131857,0.05336656484773645,,,
113,2934,1,4,60,2020-01-17,4169486.344,24,1165.83519,46000,LC08_L2SP_138039_20200117_20200823_02_T1,1000024,1,2,4,5,0,0.0,131,3955.671917107853,-0.11621306291573201,0.03738039816655643,-0.11622731919286644,0.037403303779682866,0.03963519561842773,,,
114,0,1,100,100,2020-01-02,4169486.344,24,1165.83519,46000,LE07_L2SP_137039_20200102_20200822_02_T1,1000024,1,2,4,5,0,0.0,0,0.0,,,,,,,,
115,4362,1,25,100,2020-01-18,4169486.344,24,1165.83519,46000,LE07_L2SP_137039_20200118_20200822_02_T1,1000024,1,2,4,5,0,0.0,217,5587.921521782003,-0.1287476136180305,0.02948740699601379,-0.12879145867885616,0.029504110645812112,0.046967670258402795,,,
116,0,1,98,1,2020-01-09,4169486.344,24,1165.83519,46000,LE07_L2SP_138039_20200109_20200822_02_T1,1000024,1,2,4,5,0,0.0,0,0.0,,,,,,,,
117,5450,1,13,100,2020-01-10,5390780.115,25,991.47556,48000,LC08_L2SP_137039_20200110_20200823_02_T1,1000025,1,2,0,0,0,0.0,200,4607.879521036309,-0.10487470321440742,0.049839426995631486,-0.1048595815874687,0.04983372336115213,0.02405363518475679,,,
118,5992,1,1,100,2020-01-26,5390780.115,25,991.47556,48000,LC08_L2SP_137039_20200126_20200823_02_T1,1000025,1,2,0,0,0,0.0,197,4724.993618507233,-0.13237211379774044,0.0453560052273284,-0.13231781434070278,0.045322208592744655,0.06193441562534846,,,
119,5044,1,21,100,2020-01-10,5390780.115,25,991.47556,48000,LC08_L2SP_137040_20200110_20200823_02_T1,1000025,1,2,0,0,0,0.0,137,3546.190678765181,-0.11050417047253314,0.04935172085702717,-0.1105161004184884,0.049344664171094885,0.031098595671552338,,,
120,5992,1,1,100,2020-01-26,5390780.115,25,991.47556,48000,LC08_L2SP_137040_20200126_20200823_02_T1,1000025,1,2,0,0,0,0.0,185,4590.535409850337,-0.13394405558571637,0.04603940266496178,-0.13388664680120343,0.04600393983748564,0.06219239598548555,,,
121,5992,1,0,100,2020-01-17,5390780.115,25,991.47556,48000,LC08_L2SP_138039_20200117_20200823_02_T1,1000025,1,2,0,0,0,0.0,223,5337.198929880415,-0.13536418581885076,0.0468365394040424,-0.13531862203151046,0.0468004056986701,0.0469770011464151,,,
122,0,1,100,100,2020-01-02,5390780.115,25,991.47556,48000,LE07_L2SP_137039_20200102_20200822_02_T1,1000025,1,2,0,0,0,0.0,0,0.0,,,,,,,,
123,5606,1,25,100,2020-01-18,5390780.115,25,991.47556,48000,LE07_L2SP_137039_20200118_20200822_02_T1,1000025,1,2,0,0,0,0.0,235,5753.920579811606,-0.1304390578274051,0.03141823222118922,-0.1303440204900471,0.03139208273259176,0.07481695337736126,,,
124,1603,1,80,68,2020-01-09,5390780.115,25,991.47556,48000,LE07_L2SP_138039_20200109_20200822_02_T1,1000025,1,2,0,0,0,0.0,38,823.859930595334,-0.1334787775534146,0.03137846515034776,-0.13346565421519271,0.03135900137933318,0.09125984417278349,,,
125,472,1,92,26,2020-01-25,5390780.115,25,991.47556,48000,LE07_L2SP_138039_20200125_20200822_02_T1,1000025,1,2,0,0,0,0.0,0,0.0,-0.14585704833920687,0.03848758375970146,-0.14725181487507932,0.03883309192453909,,,,
126,7786,1,1,100,2020-01-10,7012993.31,26,652.2462,50000,LC08_L2SP_137039_20200110_20200823_02_T1,1000026,2,7,0,0,0,0.0,67,2463.8032899099303,-0.13945218199570839,0.05691185153234594,-0.13943143983399692,0.05690658116045568,0.023881460925093558,,,
127,7786,1,1,100,2020-01-26,7012993.31,26,652.2462,50000,LC08_L2SP_137039_20200126_20200823_02_T1,1000026,2,7,0,0,0,0.0,46,1723.3393027389736,-0.1460592016657153,0.05482155138494753,-0.14602259856892533,0.05481213176214263,0.03605921560616447,,,
128,7786,1,0,100,2020-01-10,7012993.31,26,652.2462,50000,LC08_L2SP_137040_20200110_20200823_02_T1,1000026,2,7,0,0,0,0.0,89,2503.10779716518,-0.1403288562851844,0.05729581085320425,-0.14029974162078984,0.05728801193494273,0.025266414644821353,,,
129,7786,1,1,100,2020-01-26,7012993.31,26,652.2462,50000,LC08_L2SP_137040_20200126_20200823_02_T1,1000026,2,7,0,0,0,0.0,50,1782.641081364654,-0.14732734930928645,0.055378192117999346,-0.14729256554558776,0.055369751293706033,0.03784866344734862,,,
130,7786,1,0,100,2020-01-17,7012993.31,26,652.2462,50000,LC08_L2SP_138039_20200117_20200823_02_T1,1000026,2,7,0,0,0,0.0,70,2294.0283479393256,-0.14763141579530514,0.05579965148930517,-0.14760821073568114,0.05579855816842612,0.0423269970185279,,,
131,0,1,100,100,2020-01-02,7012993.31,26,652.2462,50000,LE07_L2SP_137039_20200102_20200822_02_T1,1000026,2,7,0,0,0,0.0,0,0.0,,,,,,,,
132,7232,1,26,100,2020-01-18,7012993.31,26,652.2462,50000,LE07_L2SP_137039_20200118_20200822_02_T1,1000026,2,7,0,0,0,0.0,95,3214.4938990594283,-0.14266103708958724,0.03802460100255258,-0.1426237142029311,0.038007344843111884,0.060629132381836794,,,
133,4803,1,58,100,2020-01-09,7012993.31,26,652.2462,50000,LE07_L2SP_138039_20200109_20200822_02_T1,1000026,2,7,0,0,0,0.0,207,4944.079411897177,-0.12036036752690459,0.028892818584362698,-0.12034139719079605,0.028882920118388097,0.046894244053774785,,,
134,3411,1,68,82,2020-01-25,7012993.31,26,652.2462,50000,LE07_L2SP_138039_20200125_20200822_02_T1,1000026,2,7,0,0,0,0.0,16,1243.071262195297,-0.1650595044182354,0.04319748774867224,-0.16494364459082503,0.04316713965465265,,,,
135,7014,1,1,100,2020-01-10,6321831.145,27,223.9966,52000,LC08_L2SP_137039_20200110_20200823_02_T1,1000027,1,2,3,0,0,0.0,48,2067.112808869824,-0.14462982056485868,0.06199308943517768,-0.14462286172199432,0.06199472053055518,0.0339632836047277,,,
136,7014,1,1,100,2020-01-26,6321831.145,27,223.9966,52000,LC08_L2SP_137039_20200126_20200823_02_T1,1000027,1,2,3,0,0,0.0,33,1449.3985432071686,-0.14933287382213986,0.060505698951714204,-0.14933930039475304,0.06051340488798706,0.032976702285948734,,,
137,7014,1,1,100,2020-01-10,6321831.145,27,223.9966,52000,LC08_L2SP_137040_20200110_20200823_02_T1,1000027,1,2,3,0,0,0.0,62,2502.869721111663,-0.145668506483727,0.06239435695006779,-0.1456564349405334,0.0623933821219908,0.03351258830699466,,,
138,7014,1,1,100,2020-01-26,6321831.145,27,223.9966,52000,LC08_L2SP_137040_20200126_20200823_02_T1,1000027,1,2,3,0,0,0.0,33,1449.3985432071686,-0.15073212241498193,0.06107669980654996,-0.15073606276740778,0.0610832065090926,0.031178474680400897,,,
139,7014,1,0,100,2020-01-17,6321831.145,27,223.9966,52000,LC08_L2SP_138039_20200117_20200823_02_T1,1000027,1,2,3,0,0,0.0,56,2123.4199190576446,-0.14908794831603742,0.06062071745970839,-0.1490774946470184,0.06062021006113356,0.03251114751839374,,,
140,0,1,100,100,2020-01-02,6321831.145,27,223.9966,52000,LE07_L2SP_137039_20200102_20200822_02_T1,1000027,1,2,3,0,0,0.0,0,0.0,,,,,,,,
141,6489,1,26,100,2020-01-18,6321831.145,27,223.9966,52000,LE07_L2SP_137039_20200118_20200822_02_T1,1000027,1,2,3,0,0,0.0,122,4717.39497414586,-0.14833263177122077,0.04528578131092031,-0.14834318415108266,0.04529514046145326,0.044358646281466414,,,
142,5250,1,44,100,2020-01-09,6321831.145,27,223.9966,52000,LE07_L2SP_138039_20200109_20200822_02_T1,1000027,1,2,3,0,0,0.0,227,7011.544063353344,-0.14135981164521444,0.04444021963934187,-0.14139906638414762,0.044446158964833206,0.04406250757063194,,,
143,4831,1,51,100,2020-01-25,6321831.145,27,223.9966,52000,LE07_L2SP_138039_20200125_20200822_02_T1,1000027,1,2,3,0,0,0.0,49,2482.476786753851,-0.15700147221244298,0.048167328337801116,-0.15709315788204736,0.04819983214712638,0.0455530758646333,,,
144,4628,1,0,100,2020-01-10,4163367.215,28,1357.31903,54000,LC08_L2SP_137039_20200110_20200823_02_T1,1000028,1,2,8,0,0,0.0,156,3026.3905245298556,-0.14152357896725584,0.06074936419685938,-0.1415021785051737,0.06073879054509034,0.038029856798174375,,,
145,4628,1,0,100,2020-01-26,4163367.215,28,1357.31903,54000,LC08_L2SP_137039_20200126_20200823_02_T1,1000028,1,2,8,0,0,0.0,126,2520.875140278807,-0.14313363087752864,0.05936516771829787,-0.14308570779099677,0.0593431968786214,0.04425870491137433,,,
146,4628,1,0,100,2020-01-10,4163367.215,28,1357.31903,54000,LC08_L2SP_137040_20200110_20200823_02_T1,1000028,1,2,8,0,0,0.0,157,3301.86915376881,-0.14258954661511958,0.06120538237484853,-0.14256945968251622,0.061194771014561736,0.04023360045053669,,,
147,4628,1,0,100,2020-01-26,4163367.215,28,1357.31903,54000,LC08_L2SP_137040_20200126_20200823_02_T1,1000028,1,2,8,0,0,0.0,123,2715.584375403467,-0.14438781199674952,0.0598811269374533,-0.14433581804629927,0.05985682691233514,0.04468129957180111,,,
148,4628,1,0,100,2020-01-17,4163367.215,28,1357.31903,54000,LC08_L2SP_138039_20200117_20200823_02_T1,1000028,1,2,8,0,0,0.0,134,2803.6379059917904,-0.14310499901813117,0.05980524335148513,-0.14307200151209468,0.05979609347439467,0.041639618382478344,,,
149,58,1,100,100,2020-01-02,4163367.215,28,1357.31903,54000,LE07_L2SP_137039_20200102_20200822_02_T1,1000028,1,2,8,0,0,0.0,0,0.0,-0.029121766977277645,0.023953840765843018,-0.029121766977277645,0.023953840765843018,,,,
150,4267,1,26,100,2020-01-18,4163367.215,28,1357.31903,54000,LE07_L2SP_137039_20200118_20200822_02_T1,1000028,1,2,8,0,0,0.0,167,4142.58600464575,-0.1357704644213591,0.04163946825848673,-0.13569836999712317,0.041621229716267354,0.049298246828885055,,,
151,3500,1,43,100,2020-01-09,4163367.215,28,1357.31903,54000,LE07_L2SP_138039_20200109_20200822_02_T1,1000028,1,2,8,0,0,0.0,192,4491.013497012609,-0.1211054979376558,0.03741028347778526,-0.12110282002075416,0.03741205442556179,0.05458969721842981,,,
152,3447,1,44,100,2020-01-25,4163367.215,28,1357.31903,54000,LE07_L2SP_138039_20200125_20200822_02_T1,1000028,1,2,8,0,0,0.0,119,2755.6497617147716,-0.1478944895504559,0.04845406095717806,-0.14782878993953902,0.04844682538963537,0.0604285945230508,,,
153,3996,1,1,100,2020-01-10,3598506.804,29,448.37625,56000,LC08_L2SP_137039_20200110_20200823_02_T1,1000029,1,2,3,0,0,0.0,208,4799.765810218278,-0.1325610724713496,0.053898492073949686,-0.13258242557286512,0.053904797781590665,0.04613532235240619,,,
154,3996,1,0,100,2020-01-26,3598506.804,29,448.37625,56000,LC08_L2SP_137039_20200126_20200823_02_T1,1000029,1,2,3,0,0,0.0,166,3924.8509358181377,-0.13625454444708474,0.05286969391748748,-0.1362735853888091,0.052873872164633795,0.04552245282071122,,,
155,3996,1,1,100,2020-01-10,3598506.804,29,448.37625,56000,LC08_L2SP_137040_20200110_20200823_02_T1,1000029,1,2,3,0,0,0.0,211,4770.729340940802,-0.1338033063106527,0.05447460008659528,-0.13382038649044262,0.05447907610132216,0.04532392681494127,,,
156,3996,1,0,100,2020-01-26,3598506.804,29,448.37625,56000,LC08_L2SP_137040_20200126_20200823_02_T1,1000029,1,2,3,0,0,0.0,165,3649.6344851838953,-0.1372074855639221,0.05331197416337706,-0.13722469044279564,0.053315647207795656,0.0437007829142934,,,
157,3996,1,0,100,2020-01-17,3598506.804,29,448.37625,56000,LC08_L2SP_138039_20200117_20200823_02_T1,1000029,1,2,3,0,0,0.0,169,3784.323000113181,-0.13484715656772361,0.05259253316070805,-0.134884540837063,0.052606628081170524,0.04655388840998985,,,
158,0,1,100,100,2020-01-02,3598506.804,29,448.37625,56000,LE07_L2SP_137039_20200102_20200822_02_T1,1000029,1,2,3,0,0,0.0,0,0.0,,,,,,,,
159,3672,1,26,100,2020-01-18,3598506.804,29,448.37625,56000,LE07_L2SP_137039_20200118_20200822_02_T1,1000029,1,2,3,0,0,0.0,211,6007.260859901574,-0.13299118516089758,0.03883082837847577,-0.1330771672412754,0.03884354700999236,0.054544529040939156,,,
160,0,1,100,54,2020-01-02,3598506.804,29,448.37625,56000,LE07_L2SP_137040_20200102_20200822_02_T1,1000029,1,2,3,0,0,0.0,0,0.0,,,,,,,,
161,1854,1,25,48,2020-01-18,3598506.804,29,448.37625,56000,LE07_L2SP_137040_20200118_20200822_02_T1,1000029,1,2,3,0,0,0.0,78,3000.8426384537333,-0.14708870278791988,0.04967167999565019,-0.14712638915065593,0.049648490693235875,0.054224506889782455,,,
162,3011,1,43,100,2020-01-09,3598506.804,29,448.37625,56000,LE07_L2SP_138039_20200109_20200822_02_T1,1000029,1,2,3,0,0,0.0,576,8221.609303673036,-0.10628211219566083,0.03487795090441275,-0.10635912357697248,0.03488800956047464,0.025922585231172728,,,
163,2980,1,44,100,2020-01-25,3598506.804,29,448.37625,56000,LE07_L2SP_138039_20200125_20200822_02_T1,1000029,1,2,3,0,0,0.0,150,4973.3638942907355,-0.1461320474176627,0.045374368229013494,-0.1460779418867307,0.04534207714537253,0.04749532881172377,,,
164,4263,1,1,100,2020-01-10,3835537.826,30,641.87301,58000,LC08_L2SP_137039_20200110_20200823_02_T1,1000030,1,2,8,0,0,0.0,108,2535.5611156823593,-0.13717272371569922,0.06312545765037347,-0.13716756553029924,0.06312714250917026,0.03708286127131579,,,
165,4263,1,0,100,2020-01-26,3835537.826,30,641.87301,58000,LC08_L2SP_137039_20200126_20200823_02_T1,1000030,1,2,8,0,0,0.0,93,2344.582552027243,-0.15311520624669325,0.06258373990204849,-0.15309072209539681,0.0625780953103601,0.048644080702973665,,,
166,4263,1,1,100,2020-01-10,3835537.826,30,641.87301,58000,LC08_L2SP_137040_20200110_20200823_02_T1,1000030,1,2,8,0,0,0.0,104,2513.081292939919,-0.13849344850987408,0.06364217995904654,-0.1384854549000779,0.06364291243356719,0.036663899476285504,,,
167,4263,1,0,100,2020-01-26,3835537.826,30,641.87301,58000,LC08_L2SP_137040_20200126_20200823_02_T1,1000030,1,2,8,0,0,0.0,96,2339.442436233848,-0.15448568993352052,0.06316472802456786,-0.15445940780396905,0.06315800168307865,0.04924123421177264,,,
168,4263,1,0,100,2020-01-17,3835537.826,30,641.87301,58000,LC08_L2SP_138039_20200117_20200823_02_T1,1000030,1,2,8,0,0,0.0,125,2943.8146980525757,-0.15124220498066307,0.061977331796221884,-0.15119790476286463,0.061949222216992526,0.04591008588949225,,,
169,0,1,100,100,2020-01-02,3835537.826,30,641.87301,58000,LE07_L2SP_137039_20200102_20200822_02_T1,1000030,1,2,8,0,0,0.0,0,0.0,,,,,,,,
170,3914,1,26,100,2020-01-18,3835537.826,30,641.87301,58000,LE07_L2SP_137039_20200118_20200822_02_T1,1000030,1,2,8,0,0,0.0,122,3635.607662122309,-0.15122856542558766,0.047300516774933535,-0.15119634022793818,0.047321866263635826,0.06538689575888754,,,
171,0,1,100,100,2020-01-02,3835537.826,30,641.87301,58000,LE07_L2SP_137040_20200102_20200822_02_T1,1000030,1,2,8,0,0,0.0,0,0.0,,,,,,,,
172,3915,1,26,100,2020-01-18,3835537.826,30,641.87301,58000,LE07_L2SP_137040_20200118_20200822_02_T1,1000030,1,2,8,0,0,0.0,111,3292.5492080431327,-0.15309559900121436,0.051043750864352665,-0.1530634937415653,0.05106606316272818,0.06932491941684096,,,
173,3234,1,43,100,2020-01-09,3835537.826,30,641.87301,58000,LE07_L2SP_138039_20200109_20200822_02_T1,1000030,1,2,8,0,0,0.0,105,3145.9523395514875,-0.14283545211550405,0.04452326891826286,-0.14274025206359736,0.04449771351859451,0.05973699409688863,,,
174,3189,1,44,100,2020-01-25,3835537.826,30,641.87301,58000,LE07_L2SP_138039_20200125_20200822_02_T1,1000030,1,2,8,0,0,0.0,105,3117.5235715959766,-0.1552084191494624,0.048597238344626474,-0.15517591082547447,0.04856424936362653,0.05337406960497808,,,
175,3720,1,2,100,2020-01-10,3349979.211,31,1104.54873,60000,LC08_L2SP_137039_20200110_20200823_02_T1,1000031,1,2,0,0,0,0.0,115,2952.230883444151,-0.10357308678921107,0.04737148983367184,-0.10377337504136702,0.04746657486109196,0.02852298717145776,,,
176,3720,1,0,100,2020-01-26,3349979.211,31,1104.54873,60000,LC08_L2SP_137039_20200126_20200823_02_T1,1000031,1,2,0,0,0,0.0,105,2893.347760979775,-0.1250627589345518,0.04481264080312881,-0.12527519062966608,0.044913509690824735,0.050116254218012614,,,
177,3720,1,2,100,2020-01-10,3349979.211,31,1104.54873,60000,LC08_L2SP_137040_20200110_20200823_02_T1,1000031,1,2,0,0,0,0.0,121,3034.3617627120448,-0.10489000962951178,0.04787274154084587,-0.10509314052032014,0.04796974226672718,0.02636824160249232,,,
178,3720,1,0,100,2020-01-26,3349979.211,31,1104.54873,60000,LC08_L2SP_137040_20200126_20200823_02_T1,1000031,1,2,0,0,0,0.0,109,3033.8399728224604,-0.12628946726288037,0.045397047440406964,-0.12650399749073024,0.04549737438075799,0.04821785925591763,,,
179,3720,1,0,100,2020-01-17,3349979.211,31,1104.54873,60000,LC08_L2SP_138039_20200117_20200823_02_T1,1000031,1,2,0,0,0,0.0,164,3800.7211758499066,-0.12315724658981639,0.0445463153501467,-0.12338731005131945,0.04466594034707976,0.041430421714817124,,,
180,0,1,100,100,2020-01-02,3349979.211,31,1104.54873,60000,LE07_L2SP_137039_20200102_20200822_02_T1,1000031,1,2,0,0,0,0.0,0,0.0,,,,,,,,
181,3395,1,28,100,2020-01-18,3349979.211,31,1104.54873,60000,LE07_L2SP_137039_20200118_20200822_02_T1,1000031,1,2,0,0,0,0.0,145,4472.4576841171365,-0.12336559857813897,0.0317117063271049,-0.1235519295832292,0.03177464038872233,0.0578244667629268,,,
182,0,1,100,100,2020-01-02,3349979.211,31,1104.54873,60000,LE07_L2SP_137040_20200102_20200822_02_T1,1000031,1,2,0,0,0,0.0,0,0.0,,,,,,,,
183,3395,1,28,100,2020-01-18,3349979.211,31,1104.54873,60000,LE07_L2SP_137040_20200118_20200822_02_T1,1000031,1,2,0,0,0,0.0,161,5191.564088684981,-0.12531239171004924,0.03546211994178215,-0.1254874070680136,0.03552400979567754,0.05700292074862606,,,
184,2797,1,45,100,2020-01-09,3349979.211,31,1104.54873,60000,LE07_L2SP_138039_20200109_20200822_02_T1,1000031,1,2,0,0,0,0.0,180,4406.589411666425,-0.11485640799413131,0.028969025795059,-0.11510158214673737,0.029072356149290438,0.05841024903330579,,,
185,2815,1,43,100,2020-01-25,3349979.211,31,1104.54873,60000,LE07_L2SP_138039_20200125_20200822_02_T1,1000031,1,2,0,0,0,0.0,129,3990.573420715024,-0.12578492797337956,0.03439820888017758,-0.12599702427453321,0.034499001071577585,0.0630714743857666,,,
186,3659,1,0,100,2020-01-10,3292133.133,32,304.28394,62000,LC08_L2SP_137039_20200110_20200823_02_T1,1000032,1,2,3,0,0,0.0,190,4705.480180257484,-0.10714689701752714,0.045058336194268786,-0.10714314190419391,0.04506391762820557,0.01802247190665522,,,
187,3659,1,0,100,2020-01-26,3292133.133,32,304.28394,62000,LC08_L2SP_137039_20200126_20200823_02_T1,1000032,1,2,3,0,0,0.0,142,3595.9590689934203,-0.12094886705764236,0.04391769830693867,-0.12093523763951587,0.04393262487666838,0.045017224984873885,,,
188,3659,1,0,100,2020-01-10,3292133.133,32,304.28394,62000,LC08_L2SP_137040_20200110_20200823_02_T1,1000032,1,2,3,0,0,0.0,181,4438.973376926066,-0.10794793932967325,0.04547417228775721,-0.10793290974782666,0.04547260308621068,0.021083861095573236,,,
189,3659,1,0,100,2020-01-26,3292133.133,32,304.28394,62000,LC08_L2SP_137040_20200126_20200823_02_T1,1000032,1,2,3,0,0,0.0,146,3547.434172674854,-0.12186206264796133,0.04432476791414629,-0.12184878558116925,0.044338056137250295,0.04534162188803898,,,
190,3659,1,0,100,2020-01-17,3292133.133,32,304.28394,62000,LC08_L2SP_138039_20200117_20200823_02_T1,1000032,1,2,3,0,0,0.0,212,4959.815399350087,-0.12008642724721608,0.04378919277434073,-0.12003848932249328,0.043785203078366496,0.04271817612977257,,,
191,0,1,100,100,2020-01-02,3292133.133,32,304.28394,62000,LE07_L2SP_137039_20200102_20200822_02_T1,1000032,1,2,3,0,0,0.0,0,0.0,,,,,,,,
192,3364,1,26,100,2020-01-18,3292133.133,32,304.28394,62000,LE07_L2SP_137039_20200118_20200822_02_T1,1000032,1,2,3,0,0,0.0,284,7249.50906033118,-0.11492024082417078,0.0304318934199484,-0.11486606369846925,0.03045287514280731,0.0535951091116247,,,
193,0,1,100,100,2020-01-02,3292133.133,32,304.28394,62000,LE07_L2SP_137040_20200102_20200822_02_T1,1000032,1,2,3,0,0,0.0,0,0.0,,,,,,,,
194,3363,1,26,100,2020-01-18,3292133.133,32,304.28394,62000,LE07_L2SP_137040_20200118_20200822_02_T1,1000032,1,2,3,0,0,0.0,265,6882.886365724844,-0.11645519965173803,0.03385002930465679,-0.11640929062993141,0.03387183472893276,0.05234350290715664,,,
